id,city_id,title,street,address,zip_code,phone,hole,architect,year_built,public_private,guest_policy,credit_card,golf_season,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,lng,lat
8107,3870,Terrace National Golf Club,County Rd 30,"Staples, Minnesota 56479",56479,(218) 894-9907,18,Joel Goldstrand,1971,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,Yes,Yes,72,6571,130,71.60,72,6219,127,70.00,72,5096,119,69.20,,
8108,3871,Riverside Golf Club,613 Golf Terrace,"Stephen, Minnesota 56757",56757,(218) 478-2735,9,,,Public,Open,None,Open: 4/01 Closed: 11/01,No,No,No,Yes,$,$,No,Yes,,,,,35,2755,97,32.30,35,2410,97,35.00,,
8109,3872,Riverview Greens,1801 FirSt Ave NE,"Stewartville, Minnesota 55976",55976,(507) 533-9393,18,Wayne Etsel &amp; Dan Himmer,1997,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 10/31,No,Yes,No,No,$,$,Yes,Yes,66,4771,,,66,4430,,,66,3778,,,,
8110,3872,Maplebrook Golf Course,701 E 1St St,"Stewartville, Minnesota 55976",55976,(507) 533-9526,9,,1974,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,,,,,30,1782,82,28.80,30,1565,84,30.10,,
8111,3873,Nine Hole at Oak Glen Country Club,1599 McKusick Rd,"Stillwater, Minnesota 55082",55082,(651) 439-6963,9,Don Herfort,1983,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,,,,,29,1738,,,29,1560,,,,
8112,3873,Applewood Hills Golf Course,11840 60th St No,"Stillwater, Minnesota 55082",55082,(651) 439-7276,18,Neil Wilson,1994,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,62,4180,92,59.10,62,3890,91,58.20,62,3510,94,59.10,,
8113,3873,Indian Hills Golf Course,6667 Keats Ave No,"Stillwater, Minnesota 55082",55082,(651) 770-2366,18,Don Herfort,1971,Private,Reciprocal,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6751,126,72.60,72,6416,122,70.90,74,5711,128,73.20,,
8114,3873,Eighteen at Oak Glen Country Club,1599 McKusick Rd,"Stillwater, Minnesota 55082",55082,(651) 439-6963,18,Don Herfort,1983,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6574,131,72.40,72,6310,128,71.30,72,5626,130,73.40,,
8115,3873,Sawmill Golf Club,11177 N McKusick Rd,"Stillwater, Minnesota 55082",55082,(651) 439-7862,18,Dan Pohl,1984,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,70,6410,123,71.30,70,5837,118,68.50,71,4926,122,66.80,,
8116,3873,Stillwater Country Club,1421 N 4th St,"Stillwater, Minnesota 55082",55082,(651) 439-7992,18,Paul N. Coates,1957,Private,Closed,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$$,No,Yes,72,6672,130,72.90,72,6451,128,71.90,72,5334,133,73.70,,
8117,3874,"Thief River Falls Golf Club, The",Hwy 32 No,"Thief River Falls, Minnesota 56701",56701,(218) 681-2955,18,Tom Haugen,1930,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,72,6114,118,69.50,76,5589,123,72.30,,
8118,3875,Tracy Country Club,Hwy 14 E,"Tracy, Minnesota 56175",56175,(507) 629-4666,9,,,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,36,2953,119,33.90,36,2508,118,34.10,,
8119,3876,Lakeview Municipal Golf Course,Hwy 61 E,"Two Harbors, Minnesota 55616",55616,(218) 834-2664,18,Garrett Gill &amp; George B. Williams,1932,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6773,127,,72,6429,127,,72,5364,123,,,
8120,3877,Tyler Community Golf Club,County Rd 7,"Tyler, Minnesota 56178",56178,(507) 247-3242,9,,1948,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,No,Yes,,,,,36,3216,126,35.30,36,3027,127,37.50,,
8121,3878,Deer Run Golf Club,8661 Deer Run Dr,"Victoria, Minnesota 55386",55386,(612) 443-2351,18,Bill Maple,1989,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6265,122,70.50,71,6075,120,69.60,71,5541,121,72.10,,
8122,3879,Virginia Golf Course,9th St No,"Virginia, Minnesota 55792",55792,(218) 748-7530,18,Hugh Vincent Feehan,1932,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,71,6226,118,69.50,72,5396,120,70.90,,
8123,3880,Coffee Mill Golf & Country Club,215 Skyline Dr,"Wabasha, Minnesota 55981",55981,(651) 565-4332,9,,1966,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,No,Yes,36,3355,134,,36,3215,132,35.10,36,2829,126,36.10,,
8124,3881,Island View Golf Club,9150 Island View Rd,"Waconia, Minnesota 55387",55387,(612) 442-6116,18,,1962,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6552,129,71.50,72,6252,126,70.10,72,5382,124,71.00,,
8125,3882,Wadena Golf Club,Hwy 71,"Wadena, Minnesota 56482",56482,(218) 631-7718,18,Joel Goldstrand,1996,Semi-Private,Open,"VISA, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,Yes,Yes,72,6654,119,70.80,72,6339,116,69.30,72,5266,113,69.00,,
8126,3883,Wedgewood Golf Course,Hist County Road 73,"Walker, Minnesota 56484",56484,(218) 547-2666,9,William Schricker,1964,Public,Open,None,Open: 5/15 Closed: 10/15,Yes,Yes,Yes,Yes,$,$,No,Yes,,,,,28,1535,,,28,1535,,,,
8127,3883,Tianna Country Club,S Hwy 34,"Walker, Minnesota 56484",56484,(218) 547-1712,18,Ernest Tardiff &amp; William Kidd,1925,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,Yes,Yes,72,6550,127,72.00,72,6323,125,71.00,74,5425,124,72.00,,
8128,3884,Riverside Golf Club,S Main St,"Warren, Minnesota 56762",56762,(218) 745-4028,9,,,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,36,3110,,,36,2892,115,,37,2529,114,,,
8129,3885,Warroad Estates Golf Course,201 Birch Dr No,"Warroad, Minnesota 56763",56763,(218) 386-2025,18,,1979,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,72,6942,128,74.30,72,6205,123,71.60,73,5455,121,72.00,,
8130,3886,Waseca Lakeside Golf Club,37160 Clear Lake Dr,"Waseca, Minnesota 56093",56093,(507) 835-2574,18,,1969,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6029,118,68.90,71,5823,116,67.90,71,5060,115,69.00,,
8131,3887,River's Edge Country Club,1455 County Rd 27,"Watertown, Minnesota 55388",55388,(612) 955-2223,9,,,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,36,2809,123,33.60,36,2743,112,33.30,36,2287,111,33.20,,
8132,3887,Timber Creek Golf Course,9750 County Rd 24,"Watertown, Minnesota 55388",55388,(612) 955-3600,18,Tim Oconor,1985,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6568,130,71.60,72,6221,126,70.10,72,5421,125,71.00,,
8133,3888,Wayzata Country Club,200 W Wayzata Blvd,"Wayzata, Minnesota 55391",55391,(612) 475-9769,18,Robert B. Harris,1958,Private,Closed,None,Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6932,138,74.80,72,6660,136,73.40,72,5734,127,72.90,,
8134,3888,Woodhill Country Club,200 Woodhill Rd,"Wayzata, Minnesota 55391",55391,(612) 473-5024,18,Donald Ross,1915,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,71,6575,131,72.40,71,6363,129,71.60,72,5601,129,73.50,,
8135,3889,Wells Golf Club,1St Ave SW,"Wells, Minnesota 56097",56097,(507) 553-3313,9,,,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,No,No,,,,,31,2044,99,,32,1930,98,,,
8136,3890,Rolling Hills Golf Club,Route 2,"Westbrook, Minnesota 56183",56183,(507) 274-5166,9,Ralph Merchant,1971,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,,,,,36,2874,110,33.90,38,2492,114,36.00,,
8137,3891,Thompson Oaks Golf Course,1555 Oakdale Ave,"West Saint Paul, Minnesota 55118",55118,(651) 457-6064,9,David Kirscht,1997,Public,Open,None,Open: 4/01 Closed: 10/31,No,Yes,No,Yes,$,$,Yes,No,29,1675,87,28.80,29,1577,85,28.20,29,1252,77,26.40,,
8138,3891,Southview Country Club,239 E Mendota Rd,"West Saint Paul, Minnesota 55118",55118,(651) 451-6856,18,,1919,Private,Closed,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,71,6394,130,71.40,71,6119,128,70.50,73,5631,128,73.50,,
8139,3892,Wheaton Country Club,Hwy 27 W,"Wheaton, Minnesota 56296",56296,(320) 563-4079,9,,1933,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,Yes,Yes,,,,,36,2906,116,33.80,37,2524,119,35.00,,
8140,3893,Oneka Ridge Golf Course,5610 120th St No,"White Bear Lake, Minnesota 55110",55110,(651) 429-2390,18,Wren Belland,1995,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/30,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6351,119,70.80,72,6061,116,69.50,72,5166,114,69.70,,
8141,3893,Gem Lake Hills Golf Course,4039 Scheuneman Rd,"White Bear Lake, Minnesota 55110",55110,(651) 429-8715,18,Paul N. Coates,1955,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,Yes,No,,,,,57,3366,77,55.30,58,3018,80,56.10,,
8142,3893,Manitou Ridge Golf Club,3200 N McKnight Rd,"White Bear Lake, Minnesota 55110",55110,(651) 777-2987,18,,1920,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,71,6415,116,70.40,71,6051,113,68.70,71,5513,120,71.50,,
8143,3894,Valley Golf Course,1900 E Becker Ave,"Willmar, Minnesota 56201",56201,(320) 235-6790,9,,1970,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,,,,,35,2510,,,35,2241,,,,
8144,3894,Eagle Creek Golf Club,1000 26th Ave NE,"Willmar, Minnesota 56201",56201,(320) 235-1166,18,,1931,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6342,129,70.80,72,6085,127,69.70,73,5271,127,70.90,,
8145,3895,Windom Country Club,County Rd 13,"Windom, Minnesota 56101",56101,(507) 831-3489,9,,1947,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,36,3057,119,34.10,36,2878,116,33.40,36,2572,116,34.30,,
8146,3896,Riverside Town & Country Club,36259 150th St,"Winnebago, Minnesota 56098",56098,(507) 526-2764,9,,1921,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,No,Yes,36,3154,124,35.00,36,3013,122,34.90,36,2623,125,36.70,,
8147,3897,Executive at Cedar Valley Golf Course,County Rd 9,"Winona, Minnesota 55987",55987,(507) 457-3241,9,,1993,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,31,1655,,,31,1480,,,,
8148,3897,Westfield Golf Club,1460 W 5th St,"Winona, Minnesota 55987",55987,(507) 452-6901,9,,1921,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,36,3331,136,35.70,36,3111,132,34.70,36,2833,127,36.10,,
8149,3897,Winona Country Club,Pleasant Valley Rd,"Winona, Minnesota 55987",55987,(507) 452-3535,18,Ben Knight,1920,Private,Closed,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,No,Yes,71,6758,136,73.20,71,6487,134,71.90,74,6098,137,75.80,,
8150,3897,Regulation Eighteen at Cedar Valley Golf Course,County Rd 9,"Winona, Minnesota 55987",55987,(507) 457-3241,18,,1991,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6325,119,69.50,72,6000,116,68.00,72,5600,122,71.70,,
8151,3898,Winthrop Golf Club,Hwy 15,"Winthrop, Minnesota 55396",55396,(507) 647-5828,9,,1927,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,,,,,36,2912,114,34.10,38,2541,117,34.80,,
8152,3899,Eagle Valley Golf Course,2600 Double Eagle Ln,"Woodbury, Minnesota 55129",55129,(651) 714-3750,18,Joel Goldstrand &amp; David Kirscht,1998,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6892,127,73.00,72,6554,124,71.40,72,5207,116,69.50,,
8153,3899,Prestwick Golf Club at Wedgewood,9555 Wedgewood Dr,"Woodbury, Minnesota 55125",55125,(651) 731-4779,18,THK Associates,1986,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6723,127,72.50,72,6334,123,70.70,72,5267,121,71.00,,
8154,3899,Woodbury Par d,3351 Woodlane Dr,"Woodbury, Minnesota 55125",55125,(651) 735-4422,9,,1975,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,No,Yes,,,,,27,1315,99,,30,1265,98,,,
8155,3900,Prairie View Golf Links,Hwy 266 No,"Worthington, Minnesota 56187",56187,(507) 372-8670,18,Joel Goldstrand,1983,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6368,114,70.10,71,5989,111,68.30,71,5105,111,69.00,,
8156,3900,Worthington Country Club,1414 Liberty Dr,"Worthington, Minnesota 56187",56187,(507) 376-4281,18,Leo Johnson,1919,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,No,Yes,No,$,$,Yes,Yes,71,6276,125,70.00,71,5982,123,68.60,71,5243,122,70.80,,
8157,3901,"Greenwood Golf Links, Inc.",4520 E Viking Blvd,"Wyoming, Minnesota 55092",55092,(651) 462-4653,18,C. M. Johnson,1985,Public,Open,None,Open: 4/15 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,72,5518,105,67.20,72,5438,103,66.50,72,4791,112,67.30,,
8158,3902,Fairway Shores Golf Course,28340 131St St,"Zimmerman, Minnesota 55398",55398,(612) 856-3334,9,Dan Springman,1998,Public,Open,None,Open: 4/10 Closed: 10/01,No,Yes,No,No,$,$,Yes,Yes,,,,,31,1673,,,31,1673,,,,
8159,3903,Zumbrota Golf Club,Sugarloaf Pkwy,"Zumbrota, Minnesota 55992",55992,(507) 732-5817,9,,1927,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,34,2806,121,33.60,34,2648,118,32.90,34,2455,116,34.40,,
